Item,City,Price,Month,Year,Category
Shirting (Average Quality),Sialkot,450.0,4,2025,Apparel & Footwear
Lawn Printed Gul Ahmed/Al Karam,Sialkot,650.0,4,2025,Apparel & Footwear
Georgette (Average Quality),Sialkot,300.0,4,2025,Apparel & Footwear
Gents Sandal Bata,Sialkot,2499.0,4,2025,Apparel & Footwear
Gents Sponge Chappal Bata,Sialkot,599.0,4,2025,Apparel & Footwear
Ladies Sandal Bata,Sialkot,1399.0,4,2025,Apparel & Footwear
Electricity Charges upto 50 Units,Sialkot,5.69,4,2025,Housing Water & Energy
Gas Charges upto 3.3719 MMBTU,Sialkot,1976.5,4,2025,Housing Water & Energy
Firewood Whole,Sialkot,1500.0,4,2025,Housing Water & Energy
Energy Saver Philips 14 Watt,Sialkot,575.0,4,2025,Household Equipment
Sufi Washing Soap 250 gm Cake,Sialkot,130.0,4,2025,Personal Care
Match Box,Sialkot,5.0,4,2025,Household Equipment
Petrol Super,Sialkot,255.74,4,2025,Transport & Communication
Hi-Speed Diesel,Sialkot,259.76,4,2025,Transport & Communication
LPG 11.67 kg Cylinder,Sialkot,3714.41,4,2025,Housing Water & Energy
Telephone Call Charges,Sialkot,1.79,4,2025,Transport & Communication
Toilet Soap LIFEBUOY 115 gm,Sialkot,119.0,4,2025,Personal Care
Wheat Flour Bag,Lahore,1553.83,4,2025,Food & Beverages
Rice Basmati Broken (Average Qualit,Lahore,185.6,4,2025,Food & Beverages
Bread plain (Small Size),Lahore,110.0,4,2025,Food & Beverages
Beef with Bone (Average Quality),Lahore,1068.31,4,2025,Food & Beverages
Mutton (Average Quality),Lahore,2232.84,4,2025,Food & Beverages
Chicken Farm Broiler (Live),Lahore,409.41,4,2025,Food & Beverages
Milk fresh (Un-boiled),Lahore,187.7,4,2025,Food & Beverages
Curd (Dahi) Loose,Lahore,220.47,4,2025,Food & Beverages
Powdered Milk NIDO 390 gm Polyba,Lahore,1027.56,4,2025,Food & Beverages
Eggs Hen (Farm),Lahore,227.19,4,2025,Food & Beverages
Mustard Oil (Average Quality),Lahore,541.79,4,2025,Food & Beverages
Cooking Oil DALDA or Other Similar,Lahore,2915.0,4,2025,Food & Beverages
Vegetable Ghee DALDA/HABIB 2.5 kg,Lahore,1485.0,4,2025,Food & Beverages
Vegetable Ghee DALDA/HABIB or Ot,Lahore,579.0,4,2025,Food & Beverages
Bananas (Kela) Local,Lahore,194.59,4,2025,Food & Beverages
Pulse Masoor (Washed),Lahore,280.83,4,2025,Food & Beverages
Pulse Moong (Washed),Lahore,389.48,4,2025,Food & Beverages
Pulse Mash (Washed),Lahore,461.0,4,2025,Food & Beverages
Pulse Gram,Lahore,277.19,4,2025,Food & Beverages
Potatoes,Lahore,58.07,4,2025,Food & Beverages
Onions,Lahore,53.42,4,2025,Food & Beverages
Tomatoes,Lahore,71.24,4,2025,Food & Beverages
Sugar Refined,Lahore,167.95,4,2025,Food & Beverages
Gur (Average Quality),Lahore,214.51,4,2025,Food & Beverages
Salt Powdered (NATIONAL/SHAN) 80,Lahore,70.0,4,2025,Food & Beverages
Chilies Powder NATIONAL 200 gm Pa,Lahore,320.0,4,2025,Food & Beverages
Garlic (Lehsun),Lahore,317.6,4,2025,Food & Beverages
Tea Lipton Yellow Label 190 gm Pack,Lahore,447.06,4,2025,Food & Beverages
Cooked Beef at Average Hotel,Lahore,281.76,4,2025,Food & Beverages
Cooked Daal at Average Hotel,Lahore,194.15,4,2025,Food & Beverages
Tea Prepared Ordinary,Lahore,60.0,4,2025,Food & Beverages
Cigarettes Capstan 20'S Packet,Lahore,234.95,4,2025,Miscellaneous
"Long Cloth 57"" Gul Ahmed/Al Karam",Lahore,678.0,4,2025,Apparel & Footwear
Shirting (Average Quality),Lahore,428.7,4,2025,Apparel & Footwear
Lawn Printed Gul Ahmed/Al Karam,Lahore,784.81,4,2025,Apparel & Footwear
Georgette (Average Quality),Lahore,349.32,4,2025,Apparel & Footwear
Gents Sandal Bata,Lahore,2499.0,4,2025,Apparel & Footwear
Gents Sponge Chappal Bata,Lahore,599.0,4,2025,Apparel & Footwear
Ladies Sandal Bata,Lahore,1399.0,4,2025,Apparel & Footwear
Electricity Charges upto 50 Units,Lahore,5.69,4,2025,Housing Water & Energy
Gas Charges upto 3.3719 MMBTU,Lahore,1976.5,4,2025,Housing Water & Energy
Firewood Whole,Lahore,1671.89,4,2025,Housing Water & Energy
Energy Saver Philips 14 Watt,Lahore,500.0,4,2025,Household Equipment
Sufi Washing Soap 250 gm Cake,Lahore,130.0,4,2025,Personal Care
Match Box,Lahore,6.32,4,2025,Household Equipment
Petrol Super,Lahore,255.55,4,2025,Transport & Communication
Hi-Speed Diesel,Lahore,259.57,4,2025,Transport & Communication
LPG 11.67 kg Cylinder,Lahore,3344.28,4,2025,Housing Water & Energy
Telephone Call Charges,Lahore,1.79,4,2025,Transport & Communication
Toilet Soap LIFEBUOY 115 gm,Lahore,99.74,4,2025,Personal Care
Wheat Flour Bag,Faisalabad,1552.51,4,2025,Food & Beverages
Rice Basmati Broken (Average Qualit,Faisalabad,220.0,4,2025,Food & Beverages
Rice IRRI-6/9 (Sindh/Punjab),Faisalabad,160.0,4,2025,Food & Beverages
Bread plain (Small Size),Faisalabad,110.0,4,2025,Food & Beverages
Beef with Bone (Average Quality),Faisalabad,1200.0,4,2025,Food & Beverages
Mutton (Average Quality),Faisalabad,2200.0,4,2025,Food & Beverages
Chicken Farm Broiler (Live),Faisalabad,434.58,4,2025,Food & Beverages
Milk fresh (Un-boiled),Faisalabad,200.0,4,2025,Food & Beverages
Curd (Dahi) Loose,Faisalabad,240.0,4,2025,Food & Beverages
Powdered Milk NIDO 390 gm Polyba,Faisalabad,1040.0,4,2025,Food & Beverages
Eggs Hen (Farm),Faisalabad,238.3,4,2025,Food & Beverages
Mustard Oil (Average Quality),Faisalabad,554.98,4,2025,Food & Beverages
Cooking Oil DALDA or Other Similar,Faisalabad,2915.0,4,2025,Food & Beverages
Vegetable Ghee DALDA/HABIB 2.5 kg,Faisalabad,1485.0,4,2025,Food & Beverages
Vegetable Ghee DALDA/HABIB or Ot,Faisalabad,570.0,4,2025,Food & Beverages
Bananas (Kela) Local,Faisalabad,165.1,4,2025,Food & Beverages
Pulse Masoor (Washed),Faisalabad,295.76,4,2025,Food & Beverages
Pulse Moong (Washed),Faisalabad,348.19,4,2025,Food & Beverages
Pulse Mash (Washed),Faisalabad,479.19,4,2025,Food & Beverages
Pulse Gram,Faisalabad,300.0,4,2025,Food & Beverages
Potatoes,Faisalabad,50.0,4,2025,Food & Beverages
Onions,Faisalabad,43.28,4,2025,Food & Beverages
Tomatoes,Faisalabad,68.13,4,2025,Food & Beverages
Sugar Refined,Faisalabad,165.0,4,2025,Food & Beverages
Gur (Average Quality),Faisalabad,200.0,4,2025,Food & Beverages
Salt Powdered (NATIONAL/SHAN) 80,Faisalabad,70.0,4,2025,Food & Beverages
Chilies Powder NATIONAL 200 gm Pa,Faisalabad,320.0,4,2025,Food & Beverages
Garlic (Lehsun),Faisalabad,391.2,4,2025,Food & Beverages
Tea Lipton Yellow Label 190 gm Pack,Faisalabad,447.5,4,2025,Food & Beverages
Cooked Beef at Average Hotel,Faisalabad,315.82,4,2025,Food & Beverages
Cooked Daal at Average Hotel,Faisalabad,176.14,4,2025,Food & Beverages
Tea Prepared Ordinary,Faisalabad,63.16,4,2025,Food & Beverages
Cigarettes Capstan 20'S Packet,Faisalabad,230.0,4,2025,Miscellaneous
"Long Cloth 57"" Gul Ahmed/Al Karam",Faisalabad,553.24,4,2025,Apparel & Footwear
Shirting (Average Quality),Faisalabad,866.35,4,2025,Apparel & Footwear
Lawn Printed Gul Ahmed/Al Karam,Faisalabad,666.26,4,2025,Apparel & Footwear
Georgette (Average Quality),Faisalabad,350.0,4,2025,Apparel & Footwear
Gents Sandal Bata,Faisalabad,2499.0,4,2025,Apparel & Footwear
Gents Sponge Chappal Bata,Faisalabad,599.0,4,2025,Apparel & Footwear
Ladies Sandal Bata,Faisalabad,1399.0,4,2025,Apparel & Footwear
Electricity Charges upto 50 Units,Faisalabad,5.69,4,2025,Housing Water & Energy
Gas Charges upto 3.3719 MMBTU,Faisalabad,1976.5,4,2025,Housing Water & Energy
Firewood Whole,Faisalabad,1800.0,4,2025,Housing Water & Energy
Energy Saver Philips 14 Watt,Faisalabad,400.0,4,2025,Household Equipment
Sufi Washing Soap 250 gm Cake,Faisalabad,130.0,4,2025,Personal Care
Match Box,Faisalabad,7.0,4,2025,Household Equipment
Petrol Super,Faisalabad,255.6,4,2025,Transport & Communication
Hi-Speed Diesel,Faisalabad,259.57,4,2025,Transport & Communication
LPG 11.67 kg Cylinder,Faisalabad,3380.49,4,2025,Housing Water & Energy
Telephone Call Charges,Faisalabad,1.79,4,2025,Transport & Communication
Toilet Soap LIFEBUOY 115 gm,Faisalabad,109.22,4,2025,Personal Care
Wheat Flour Bag,Sargodha,1714.93,4,2025,Food & Beverages
Rice Basmati Broken (Average Qualit,Sargodha,160.0,4,2025,Food & Beverages
Rice IRRI-6/9 (Sindh/Punjab),Sargodha,170.0,4,2025,Food & Beverages
Bread plain (Small Size),Sargodha,107.41,4,2025,Food & Beverages
Beef with Bone (Average Quality),Sargodha,950.0,4,2025,Food & Beverages
Mutton (Average Quality),Sargodha,1900.0,4,2025,Food & Beverages
Chicken Farm Broiler (Live),Sargodha,437.67,4,2025,Food & Beverages
Milk fresh (Un-boiled),Sargodha,160.0,4,2025,Food & Beverages
Curd (Dahi) Loose,Sargodha,200.0,4,2025,Food & Beverages
Powdered Milk NIDO 390 gm Polyba,Sargodha,1040.0,4,2025,Food & Beverages
Eggs Hen (Farm),Sargodha,226.94,4,2025,Food & Beverages
Mustard Oil (Average Quality),Sargodha,564.68,4,2025,Food & Beverages
Cooking Oil DALDA or Other Similar,Sargodha,2915.0,4,2025,Food & Beverages
Vegetable Ghee DALDA/HABIB 2.5 kg,Sargodha,1485.0,4,2025,Food & Beverages
Vegetable Ghee DALDA/HABIB or Ot,Sargodha,579.0,4,2025,Food & Beverages
Bananas (Kela) Local,Sargodha,151.62,4,2025,Food & Beverages
Pulse Masoor (Washed),Sargodha,280.0,4,2025,Food & Beverages
Pulse Moong (Washed),Sargodha,400.0,4,2025,Food & Beverages
Pulse Mash (Washed),Sargodha,480.0,4,2025,Food & Beverages
Pulse Gram,Sargodha,274.12,4,2025,Food & Beverages
Potatoes,Sargodha,54.77,4,2025,Food & Beverages
Onions,Sargodha,52.33,4,2025,Food & Beverages
Tomatoes,Sargodha,74.01,4,2025,Food & Beverages
Sugar Refined,Sargodha,164.0,4,2025,Food & Beverages
Gur (Average Quality),Sargodha,200.0,4,2025,Food & Beverages
Salt Powdered (NATIONAL/SHAN) 80,Sargodha,80.0,4,2025,Food & Beverages
Chilies Powder NATIONAL 200 gm Pa,Sargodha,320.0,4,2025,Food & Beverages
Garlic (Lehsun),Sargodha,511.7,4,2025,Food & Beverages
Tea Lipton Yellow Label 190 gm Pack,Sargodha,447.06,4,2025,Food & Beverages
Cooked Beef at Average Hotel,Sargodha,300.0,4,2025,Food & Beverages
Cooked Daal at Average Hotel,Sargodha,150.0,4,2025,Food & Beverages
Tea Prepared Ordinary,Sargodha,60.0,4,2025,Food & Beverages
Cigarettes Capstan 20'S Packet,Sargodha,240.0,4,2025,Miscellaneous
"Long Cloth 57"" Gul Ahmed/Al Karam",Sargodha,700.0,4,2025,Apparel & Footwear
Shirting (Average Quality),Sargodha,600.0,4,2025,Apparel & Footwear
Lawn Printed Gul Ahmed/Al Karam,Sargodha,714.0,4,2025,Apparel & Footwear
Georgette (Average Quality),Sargodha,400.0,4,2025,Apparel & Footwear
Gents Sandal Bata,Sargodha,2499.0,4,2025,Apparel & Footwear
Gents Sponge Chappal Bata,Sargodha,599.0,4,2025,Apparel & Footwear
Ladies Sandal Bata,Sargodha,1399.0,4,2025,Apparel & Footwear
Electricity Charges upto 50 Units,Sargodha,5.69,4,2025,Housing Water & Energy
Gas Charges upto 3.3719 MMBTU,Sargodha,1976.5,4,2025,Housing Water & Energy
Firewood Whole,Sargodha,1250.0,4,2025,Housing Water & Energy
Energy Saver Philips 14 Watt,Sargodha,580.0,4,2025,Household Equipment
Sufi Washing Soap 250 gm Cake,Sargodha,130.0,4,2025,Personal Care
Match Box,Sargodha,6.0,4,2025,Household Equipment
Petrol Super,Sargodha,255.84,4,2025,Transport & Communication
Hi-Speed Diesel,Sargodha,259.86,4,2025,Transport & Communication
LPG 11.67 kg Cylinder,Sargodha,3212.04,4,2025,Housing Water & Energy
Telephone Call Charges,Sargodha,1.79,4,2025,Transport & Communication
Toilet Soap LIFEBUOY 115 gm,Sargodha,117.47,4,2025,Personal Care
Wheat Flour Bag,Multan,1547.68,4,2025,Food & Beverages
Rice Basmati Broken (Average Qualit,Multan,193.1,4,2025,Food & Beverages
Rice IRRI-6/9 (Sindh/Punjab),Multan,158.86,4,2025,Food & Beverages
Bread plain (Small Size),Multan,110.0,4,2025,Food & Beverages
Beef with Bone (Average Quality),Multan,1188.7,4,2025,Food & Beverages
Mutton (Average Quality),Multan,2166.15,4,2025,Food & Beverages
Chicken Farm Broiler (Live),Multan,434.39,4,2025,Food & Beverages
Milk fresh (Un-boiled),Multan,189.94,4,2025,Food & Beverages
Curd (Dahi) Loose,Multan,225.5,4,2025,Food & Beverages
Powdered Milk NIDO 390 gm Polyba,Multan,1030.0,4,2025,Food & Beverages
Eggs Hen (Farm),Multan,216.44,4,2025,Food & Beverages
Mustard Oil (Average Quality),Multan,580.0,4,2025,Food & Beverages
Cooking Oil DALDA or Other Similar,Multan,2915.0,4,2025,Food & Beverages
Vegetable Ghee DALDA/HABIB 2.5 kg,Multan,1515.0,4,2025,Food & Beverages
Vegetable Ghee DALDA/HABIB or Ot,Multan,579.0,4,2025,Food & Beverages
Bananas (Kela) Local,Multan,252.84,4,2025,Food & Beverages
Pulse Masoor (Washed),Multan,324.88,4,2025,Food & Beverages
Pulse Moong (Washed),Multan,403.45,4,2025,Food & Beverages
Pulse Mash (Washed),Multan,471.03,4,2025,Food & Beverages
Pulse Gram,Multan,304.33,4,2025,Food & Beverages
Potatoes,Multan,61.04,4,2025,Food & Beverages
Onions,Multan,51.4,4,2025,Food & Beverages
Tomatoes,Multan,61.48,4,2025,Food & Beverages
Sugar Refined,Multan,166.57,4,2025,Food & Beverages
Gur (Average Quality),Multan,207.48,4,2025,Food & Beverages
Salt Powdered (NATIONAL/SHAN) 80,Multan,70.0,4,2025,Food & Beverages
Chilies Powder NATIONAL 200 gm Pa,Multan,320.0,4,2025,Food & Beverages
Garlic (Lehsun),Multan,456.17,4,2025,Food & Beverages
Tea Lipton Yellow Label 190 gm Pack,Multan,447.05,4,2025,Food & Beverages
Cooked Beef at Average Hotel,Multan,300.0,4,2025,Food & Beverages
Cooked Daal at Average Hotel,Multan,141.08,4,2025,Food & Beverages
Tea Prepared Ordinary,Multan,76.52,4,2025,Food & Beverages
Cigarettes Capstan 20'S Packet,Multan,240.0,4,2025,Miscellaneous
"Long Cloth 57"" Gul Ahmed/Al Karam",Multan,800.0,4,2025,Apparel & Footwear
Shirting (Average Quality),Multan,520.7,4,2025,Apparel & Footwear
Lawn Printed Gul Ahmed/Al Karam,Multan,738.46,4,2025,Apparel & Footwear
Georgette (Average Quality),Multan,327.54,4,2025,Apparel & Footwear
Gents Sandal Bata,Multan,2499.0,4,2025,Apparel & Footwear
Gents Sponge Chappal Bata,Multan,599.0,4,2025,Apparel & Footwear
Ladies Sandal Bata,Multan,1399.0,4,2025,Apparel & Footwear
Electricity Charges upto 50 Units,Multan,5.69,4,2025,Housing Water & Energy
Gas Charges upto 3.3719 MMBTU,Multan,1976.5,4,2025,Housing Water & Energy
Firewood Whole,Multan,1440.97,4,2025,Housing Water & Energy
Energy Saver Philips 14 Watt,Multan,575.0,4,2025,Household Equipment
Sufi Washing Soap 250 gm Cake,Multan,133.0,4,2025,Personal Care
Match Box,Multan,7.0,4,2025,Household Equipment
Petrol Super,Multan,255.65,4,2025,Transport & Communication
Hi-Speed Diesel,Multan,259.63,4,2025,Transport & Communication
LPG 11.67 kg Cylinder,Multan,3350.88,4,2025,Housing Water & Energy
Telephone Call Charges,Multan,1.79,4,2025,Transport & Communication
Toilet Soap LIFEBUOY 115 gm,Multan,113.85,4,2025,Personal Care
Wheat Flour Bag,Bahawalpur,1604.7,4,2025,Food & Beverages
Rice Basmati Broken (Average Qualit,Bahawalpur,186.43,4,2025,Food & Beverages
Rice IRRI-6/9 (Sindh/Punjab),Bahawalpur,170.0,4,2025,Food & Beverages
Bread plain (Small Size),Bahawalpur,110.0,4,2025,Food & Beverages
Beef with Bone (Average Quality),Bahawalpur,983.05,4,2025,Food & Beverages
Mutton (Average Quality),Bahawalpur,1832.73,4,2025,Food & Beverages
Chicken Farm Broiler (Live),Bahawalpur,423.3,4,2025,Food & Beverages
Milk fresh (Un-boiled),Bahawalpur,173.27,4,2025,Food & Beverages
Curd (Dahi) Loose,Bahawalpur,200.0,4,2025,Food & Beverages
Powdered Milk NIDO 390 gm Polyba,Bahawalpur,1030.0,4,2025,Food & Beverages
Eggs Hen (Farm),Bahawalpur,224.92,4,2025,Food & Beverages
Mustard Oil (Average Quality),Bahawalpur,500.0,4,2025,Food & Beverages
Cooking Oil DALDA or Other Similar,Bahawalpur,2922.47,4,2025,Food & Beverages
Vegetable Ghee DALDA/HABIB 2.5 kg,Bahawalpur,1494.9,4,2025,Food & Beverages
Vegetable Ghee DALDA/HABIB or Ot,Bahawalpur,579.0,4,2025,Food & Beverages
Bananas (Kela) Local,Bahawalpur,213.12,4,2025,Food & Beverages
Pulse Masoor (Washed),Bahawalpur,263.29,4,2025,Food & Beverages
Pulse Moong (Washed),Bahawalpur,393.31,4,2025,Food & Beverages
Pulse Mash (Washed),Bahawalpur,443.31,4,2025,Food & Beverages
Pulse Gram,Bahawalpur,281.49,4,2025,Food & Beverages
Potatoes,Bahawalpur,63.98,4,2025,Food & Beverages
Onions,Bahawalpur,57.32,4,2025,Food & Beverages
Tomatoes,Bahawalpur,69.1,4,2025,Food & Beverages
Sugar Refined,Bahawalpur,168.74,4,2025,Food & Beverages
Gur (Average Quality),Bahawalpur,178.24,4,2025,Food & Beverages
Salt Powdered (NATIONAL/SHAN) 80,Bahawalpur,74.01,4,2025,Food & Beverages
Chilies Powder NATIONAL 200 gm Pa,Bahawalpur,320.0,4,2025,Food & Beverages
Garlic (Lehsun),Bahawalpur,601.42,4,2025,Food & Beverages
Tea Lipton Yellow Label 190 gm Pack,Bahawalpur,447.0,4,2025,Food & Beverages
Cooked Beef at Average Hotel,Bahawalpur,290.85,4,2025,Food & Beverages
Cooked Daal at Average Hotel,Bahawalpur,143.13,4,2025,Food & Beverages
Tea Prepared Ordinary,Bahawalpur,50.0,4,2025,Food & Beverages
Cigarettes Capstan 20'S Packet,Bahawalpur,230.0,4,2025,Miscellaneous
"Long Cloth 57"" Gul Ahmed/Al Karam",Bahawalpur,793.28,4,2025,Apparel & Footwear
Shirting (Average Quality),Bahawalpur,586.59,4,2025,Apparel & Footwear
Lawn Printed Gul Ahmed/Al Karam,Bahawalpur,818.89,4,2025,Apparel & Footwear
Georgette (Average Quality),Bahawalpur,300.0,4,2025,Apparel & Footwear
Gents Sandal Bata,Bahawalpur,2499.0,4,2025,Apparel & Footwear
Gents Sponge Chappal Bata,Bahawalpur,599.0,4,2025,Apparel & Footwear
Ladies Sandal Bata,Bahawalpur,1399.0,4,2025,Apparel & Footwear
Electricity Charges upto 50 Units,Bahawalpur,5.69,4,2025,Housing Water & Energy
Gas Charges upto 3.3719 MMBTU,Bahawalpur,1976.5,4,2025,Housing Water & Energy
Firewood Whole,Bahawalpur,1600.0,4,2025,Housing Water & Energy
Energy Saver Philips 14 Watt,Bahawalpur,272.7,4,2025,Household Equipment
Sufi Washing Soap 250 gm Cake,Bahawalpur,140.0,4,2025,Personal Care
Match Box,Bahawalpur,7.0,4,2025,Household Equipment
Petrol Super,Bahawalpur,256.2,4,2025,Transport & Communication
Hi-Speed Diesel,Bahawalpur,260.12,4,2025,Transport & Communication
LPG 11.67 kg Cylinder,Bahawalpur,3382.16,4,2025,Housing Water & Energy
Telephone Call Charges,Bahawalpur,1.79,4,2025,Transport & Communication
Toilet Soap LIFEBUOY 115 gm,Bahawalpur,116.17,4,2025,Personal Care
Wheat Flour Bag,Karachi,1652.93,4,2025,Food & Beverages
Rice Basmati Broken (Average Qualit,Karachi,270.73,4,2025,Food & Beverages
Rice IRRI-6/9 (Sindh/Punjab),Karachi,178.75,4,2025,Food & Beverages
Bread plain (Small Size),Karachi,110.0,4,2025,Food & Beverages
Beef with Bone (Average Quality),Karachi,1277.54,4,2025,Food & Beverages
Mutton (Average Quality),Karachi,2154.54,4,2025,Food & Beverages
Chicken Farm Broiler (Live),Karachi,516.6,4,2025,Food & Beverages
Milk fresh (Un-boiled),Karachi,220.0,4,2025,Food & Beverages
Curd (Dahi) Loose,Karachi,335.48,4,2025,Food & Beverages
Powdered Milk NIDO 390 gm Polyba,Karachi,1015.66,4,2025,Food & Beverages
Eggs Hen (Farm),Karachi,249.81,4,2025,Food & Beverages
Mustard Oil (Average Quality),Karachi,559.41,4,2025,Food & Beverages
Cooking Oil DALDA or Other Similar,Karachi,2915.9,4,2025,Food & Beverages
Vegetable Ghee DALDA/HABIB 2.5 kg,Karachi,1485.0,4,2025,Food & Beverages
Vegetable Ghee DALDA/HABIB or Ot,Karachi,579.0,4,2025,Food & Beverages
Bananas (Kela) Local,Karachi,143.54,4,2025,Food & Beverages
Pulse Masoor (Washed),Karachi,293.36,4,2025,Food & Beverages
Pulse Moong (Washed),Karachi,393.61,4,2025,Food & Beverages
Pulse Mash (Washed),Karachi,411.97,4,2025,Food & Beverages
Pulse Gram,Karachi,304.67,4,2025,Food & Beverages
Potatoes,Karachi,71.16,4,2025,Food & Beverages
Onions,Karachi,61.22,4,2025,Food & Beverages
Tomatoes,Karachi,58.12,4,2025,Food & Beverages
Sugar Refined,Karachi,171.09,4,2025,Food & Beverages
Gur (Average Quality),Karachi,249.22,4,2025,Food & Beverages
Salt Powdered (NATIONAL/SHAN) 80,Karachi,76.52,4,2025,Food & Beverages
Chilies Powder NATIONAL 200 gm Pa,Karachi,320.0,4,2025,Food & Beverages
Garlic (Lehsun),Karachi,441.53,4,2025,Food & Beverages
Tea Lipton Yellow Label 190 gm Pack,Karachi,447.06,4,2025,Food & Beverages
Cooked Beef at Average Hotel,Karachi,353.92,4,2025,Food & Beverages
Cooked Daal at Average Hotel,Karachi,182.46,4,2025,Food & Beverages
Tea Prepared Ordinary,Karachi,69.83,4,2025,Food & Beverages
Cigarettes Capstan 20'S Packet,Karachi,249.84,4,2025,Miscellaneous
"Long Cloth 57"" Gul Ahmed/Al Karam",Karachi,726.84,4,2025,Apparel & Footwear
Shirting (Average Quality),Karachi,626.58,4,2025,Apparel & Footwear
Lawn Printed Gul Ahmed/Al Karam,Karachi,688.36,4,2025,Apparel & Footwear
Georgette (Average Quality),Karachi,336.11,4,2025,Apparel & Footwear
Gents Sandal Bata,Karachi,2499.0,4,2025,Apparel & Footwear
Gents Sponge Chappal Bata,Karachi,599.0,4,2025,Apparel & Footwear
Ladies Sandal Bata,Karachi,1399.0,4,2025,Apparel & Footwear
Electricity Charges upto 50 Units,Karachi,5.69,4,2025,Housing Water & Energy
Gas Charges upto 3.3719 MMBTU,Karachi,1976.5,4,2025,Housing Water & Energy
Firewood Whole,Karachi,1336.76,4,2025,Housing Water & Energy
Energy Saver Philips 14 Watt,Karachi,350.0,4,2025,Household Equipment
Sufi Washing Soap 250 gm Cake,Karachi,130.0,4,2025,Personal Care
Match Box,Karachi,7.0,4,2025,Household Equipment
Petrol Super,Karachi,255.63,4,2025,Transport & Communication
Hi-Speed Diesel,Karachi,259.65,4,2025,Transport & Communication
LPG 11.67 kg Cylinder,Karachi,3167.27,4,2025,Housing Water & Energy
Telephone Call Charges,Karachi,1.79,4,2025,Transport & Communication
Toilet Soap LIFEBUOY 115 gm,Karachi,115.64,4,2025,Personal Care
Wheat Flour Bag,Hyderabad,1760.79,4,2025,Food & Beverages
Rice Basmati Broken (Average Qualit,Hyderabad,205.66,4,2025,Food & Beverages
Rice IRRI-6/9 (Sindh/Punjab),Hyderabad,146.54,4,2025,Food & Beverages
Bread plain (Small Size),Hyderabad,120.0,4,2025,Food & Beverages
Beef with Bone (Average Quality),Hyderabad,1155.77,4,2025,Food & Beverages
Mutton (Average Quality),Hyderabad,1949.36,4,2025,Food & Beverages
