Item,City,Price,Month,Year,Category
Telephone Call Charges,Khuzdar,1.79,6,2024,Transport & Communication
Toilet Soap LIFEBUOY 115 gm,Khuzdar,103.0,6,2024,Personal Care
Wheat Flour Bag,Islamabad,1772.83,3,2023,Food & Beverages
Rice Basmati Broken (Average Quality,Islamabad,200.6,3,2023,Food & Beverages
Rice IRRI-6/9 (Sindh/Punjab),Islamabad,131.36,3,2023,Food & Beverages
Bread plain (Small Size),Islamabad,100.0,3,2023,Food & Beverages
Beef with Bone (Average Quality),Islamabad,831.12,3,2023,Food & Beverages
Mutton (Average Quality),Islamabad,1708.34,3,2023,Food & Beverages
Chicken Farm Broiler (Live),Islamabad,391.37,3,2023,Food & Beverages
Milk fresh (Un-boiled),Islamabad,190.28,3,2023,Food & Beverages
Curd (Dahi) Loose,Islamabad,204.6,3,2023,Food & Beverages
Powdered Milk NIDO 390 gm Polybag,Islamabad,689.93,3,2023,Food & Beverages
Eggs Hen (Farm),Islamabad,250.54,3,2023,Food & Beverages
Mustard Oil (Average Quality),Islamabad,697.21,3,2023,Food & Beverages
Vegetable Ghee DALDA/HABIB 2.5 kg,Islamabad,1569.81,3,2023,Food & Beverages
Bananas (Kela) Local,Islamabad,339.31,3,2023,Food & Beverages
Pulse Masoor (Washed),Islamabad,299.81,3,2023,Food & Beverages
Pulse Moong (Washed),Islamabad,298.06,3,2023,Food & Beverages
Pulse Mash (Washed),Islamabad,455.66,3,2023,Food & Beverages
Pulse Gram,Islamabad,281.98,3,2023,Food & Beverages
Potatoes,Islamabad,74.82,3,2023,Food & Beverages
Onions,Islamabad,180.53,3,2023,Food & Beverages
Tomatoes,Islamabad,99.42,3,2023,Food & Beverages
Sugar Refined,Islamabad,106.56,3,2023,Food & Beverages
Gur (Average Quality),Islamabad,159.8,3,2023,Food & Beverages
Chilies Powder NATIONAL 200 gm Pa,Islamabad,215.0,3,2023,Food & Beverages
Garlic (Lehsun),Islamabad,453.22,3,2023,Food & Beverages
Tea Lipton Yellow Label 190 gm Pack,Islamabad,495.41,3,2023,Food & Beverages
Cooked Beef at Average Hotel,Islamabad,223.63,3,2023,Food & Beverages
Cooked Daal at Average Hotel,Islamabad,165.41,3,2023,Food & Beverages
Tea Prepared Ordinary,Islamabad,50.0,3,2023,Food & Beverages
Cigarettes Capstan 20'S Packet,Islamabad,220.0,3,2023,Miscellaneous
"Long Cloth 57"" Gul Ahmed/Al Karam",Islamabad,503.1,3,2023,Apparel & Footwear
Shirting (Average Quality),Islamabad,507.04,3,2023,Apparel & Footwear
Lawn Printed Gul Ahmed/Al Karam,Islamabad,417.34,3,2023,Apparel & Footwear
Georgette (Average Quality),Islamabad,303.47,3,2023,Apparel & Footwear
Gents Sandal Bata,Islamabad,1499.0,3,2023,Apparel & Footwear
Gents Sponge Chappal Bata,Islamabad,379.0,3,2023,Apparel & Footwear
Ladies Sandal Bata,Islamabad,699.0,3,2023,Apparel & Footwear
Electricity Charges upto 50 Units,Islamabad,6.47,3,2023,Housing Water & Energy
Gas Charges upto 3.3719 MMBTU,Islamabad,295.0,3,2023,Housing Water & Energy
Firewood Whole,Islamabad,1643.17,3,2023,Housing Water & Energy
Energy Saver Philips 14 Watt,Islamabad,256.62,3,2023,Household Equipment
Sufi Washing Soap 250 gm Cake,Islamabad,127.94,3,2023,Personal Care
Match Box,Islamabad,5.0,3,2023,Household Equipment
Petrol Super,Islamabad,270.76,3,2023,Transport & Communication
Hi-Speed Diesel,Islamabad,288.49,3,2023,Transport & Communication
LPG 11.67 kg Cylinder,Islamabad,3628.3,3,2023,Housing Water & Energy
Toilet Soap LIFEBUOY 115 gm,Islamabad,85.35,3,2023,Personal Care
Wheat Flour Bag,Rawalpindi,1758.99,3,2023,Food & Beverages
Rice Basmati Broken (Average Quality,Rawalpindi,202.35,3,2023,Food & Beverages
Rice IRRI-6/9 (Sindh/Punjab),Rawalpindi,118.27,3,2023,Food & Beverages
Bread plain (Small Size),Rawalpindi,100.0,3,2023,Food & Beverages
Beef with Bone (Average Quality),Rawalpindi,800.79,3,2023,Food & Beverages
Mutton (Average Quality),Rawalpindi,1662.47,3,2023,Food & Beverages
Chicken Farm Broiler (Live),Rawalpindi,379.65,3,2023,Food & Beverages
Milk fresh (Un-boiled),Rawalpindi,186.39,3,2023,Food & Beverages
Curd (Dahi) Loose,Rawalpindi,204.41,3,2023,Food & Beverages
Powdered Milk NIDO 390 gm Polybag,Rawalpindi,680.0,3,2023,Food & Beverages
Eggs Hen (Farm),Rawalpindi,245.16,3,2023,Food & Beverages
Mustard Oil (Average Quality),Rawalpindi,674.55,3,2023,Food & Beverages
Vegetable Ghee DALDA/HABIB 2.5 kg,Rawalpindi,1569.81,3,2023,Food & Beverages
Bananas (Kela) Local,Rawalpindi,315.49,3,2023,Food & Beverages
Pulse Masoor (Washed),Rawalpindi,292.67,3,2023,Food & Beverages
Pulse Moong (Washed),Rawalpindi,273.81,3,2023,Food & Beverages
Pulse Mash (Washed),Rawalpindi,446.63,3,2023,Food & Beverages
Pulse Gram,Rawalpindi,261.87,3,2023,Food & Beverages
Potatoes,Rawalpindi,63.77,3,2023,Food & Beverages
Onions,Rawalpindi,163.56,3,2023,Food & Beverages
Tomatoes,Rawalpindi,86.33,3,2023,Food & Beverages
Sugar Refined,Rawalpindi,106.8,3,2023,Food & Beverages
Gur (Average Quality),Rawalpindi,159.19,3,2023,Food & Beverages
Salt Powdered (NATIONAL/SHAN) 80,Rawalpindi,57.15,3,2023,Food & Beverages
Chilies Powder NATIONAL 200 gm Pa,Rawalpindi,215.0,3,2023,Food & Beverages
Garlic (Lehsun),Rawalpindi,454.93,3,2023,Food & Beverages
Tea Lipton Yellow Label 190 gm Pack,Rawalpindi,495.41,3,2023,Food & Beverages
Cooked Beef at Average Hotel,Rawalpindi,233.04,3,2023,Food & Beverages
Cooked Daal at Average Hotel,Rawalpindi,160.81,3,2023,Food & Beverages
Tea Prepared Ordinary,Rawalpindi,47.82,3,2023,Food & Beverages
Cigarettes Capstan 20'S Packet,Rawalpindi,220.0,3,2023,Miscellaneous
"Long Cloth 57"" Gul Ahmed/Al Karam",Rawalpindi,479.6,3,2023,Apparel & Footwear
Shirting (Average Quality),Rawalpindi,475.46,3,2023,Apparel & Footwear
Lawn Printed Gul Ahmed/Al Karam,Rawalpindi,374.99,3,2023,Apparel & Footwear
Georgette (Average Quality),Rawalpindi,292.12,3,2023,Apparel & Footwear
Gents Sandal Bata,Rawalpindi,1499.0,3,2023,Apparel & Footwear
Gents Sponge Chappal Bata,Rawalpindi,379.0,3,2023,Apparel & Footwear
Ladies Sandal Bata,Rawalpindi,699.0,3,2023,Apparel & Footwear
Electricity Charges upto 50 Units,Rawalpindi,6.47,3,2023,Housing Water & Energy
Gas Charges upto 3.3719 MMBTU,Rawalpindi,295.0,3,2023,Housing Water & Energy
Firewood Whole,Rawalpindi,1365.2,3,2023,Housing Water & Energy
Energy Saver Philips 14 Watt,Rawalpindi,241.54,3,2023,Household Equipment
Sufi Washing Soap 250 gm Cake,Rawalpindi,127.4,3,2023,Personal Care
Match Box,Rawalpindi,5.0,3,2023,Household Equipment
Petrol Super,Rawalpindi,270.71,3,2023,Transport & Communication
Hi-Speed Diesel,Rawalpindi,288.45,3,2023,Transport & Communication
LPG 11.67 kg Cylinder,Rawalpindi,3646.94,3,2023,Housing Water & Energy
Telephone Call Charges,Rawalpindi,1.79,3,2023,Transport & Communication
Toilet Soap LIFEBUOY 115 gm,Rawalpindi,85.35,3,2023,Personal Care
Wheat Flour Bag,Gujranwala,1925.38,3,2023,Food & Beverages
Rice Basmati Broken (Average Quality,Gujranwala,170.0,3,2023,Food & Beverages
Bread plain (Small Size),Gujranwala,100.0,3,2023,Food & Beverages
Beef with Bone (Average Quality),Gujranwala,700.0,3,2023,Food & Beverages
Mutton (Average Quality),Gujranwala,1600.0,3,2023,Food & Beverages
Chicken Farm Broiler (Live),Gujranwala,370.7,3,2023,Food & Beverages
Milk fresh (Un-boiled),Gujranwala,151.95,3,2023,Food & Beverages
Curd (Dahi) Loose,Gujranwala,171.95,3,2023,Food & Beverages
Powdered Milk NIDO 390 gm Polybag,Gujranwala,680.0,3,2023,Food & Beverages
Eggs Hen (Farm),Gujranwala,242.26,3,2023,Food & Beverages
Mustard Oil (Average Quality),Gujranwala,600.0,3,2023,Food & Beverages
Cooking Oil DALDA or Other Similar B,Gujranwala,3290.16,3,2023,Food & Beverages
Vegetable Ghee DALDA/HABIB 2.5 kg,Gujranwala,1547.5,3,2023,Food & Beverages
Bananas (Kela) Local,Gujranwala,170.51,3,2023,Food & Beverages
Pulse Masoor (Washed),Gujranwala,261.97,3,2023,Food & Beverages
Pulse Moong (Washed),Gujranwala,267.82,3,2023,Food & Beverages
Pulse Mash (Washed),Gujranwala,429.28,3,2023,Food & Beverages
Pulse Gram,Gujranwala,223.95,3,2023,Food & Beverages
Potatoes,Gujranwala,52.06,3,2023,Food & Beverages
Onions,Gujranwala,134.29,3,2023,Food & Beverages
Tomatoes,Gujranwala,84.21,3,2023,Food & Beverages
Sugar Refined,Gujranwala,104.53,3,2023,Food & Beverages
Gur (Average Quality),Gujranwala,137.19,3,2023,Food & Beverages
Salt Powdered (NATIONAL/SHAN) 80,Gujranwala,50.0,3,2023,Food & Beverages
Chilies Powder NATIONAL 200 gm Pa,Gujranwala,215.0,3,2023,Food & Beverages
Garlic (Lehsun),Gujranwala,353.97,3,2023,Food & Beverages
Tea Lipton Yellow Label 190 gm Pack,Gujranwala,466.45,3,2023,Food & Beverages
Cooked Beef at Average Hotel,Gujranwala,300.0,3,2023,Food & Beverages
Cooked Daal at Average Hotel,Gujranwala,100.0,3,2023,Food & Beverages
Tea Prepared Ordinary,Gujranwala,49.26,3,2023,Food & Beverages
Cigarettes Capstan 20'S Packet,Gujranwala,220.0,3,2023,Miscellaneous
"Long Cloth 57"" Gul Ahmed/Al Karam",Gujranwala,571.0,3,2023,Apparel & Footwear
Shirting (Average Quality),Gujranwala,300.0,3,2023,Apparel & Footwear
Lawn Printed Gul Ahmed/Al Karam,Gujranwala,533.88,3,2023,Apparel & Footwear
Georgette (Average Quality),Gujranwala,200.0,3,2023,Apparel & Footwear
Gents Sandal Bata,Gujranwala,1499.0,3,2023,Apparel & Footwear
Gents Sponge Chappal Bata,Gujranwala,379.0,3,2023,Apparel & Footwear
Ladies Sandal Bata,Gujranwala,699.0,3,2023,Apparel & Footwear
Electricity Charges upto 50 Units,Gujranwala,6.47,3,2023,Housing Water & Energy
Gas Charges upto 3.3719 MMBTU,Gujranwala,295.0,3,2023,Housing Water & Energy
Firewood Whole,Gujranwala,1232.45,3,2023,Housing Water & Energy
Energy Saver Philips 14 Watt,Gujranwala,400.0,3,2023,Household Equipment
Sufi Washing Soap 250 gm Cake,Gujranwala,120.0,3,2023,Personal Care
Match Box,Gujranwala,5.0,3,2023,Household Equipment
Petrol Super,Gujranwala,270.79,3,2023,Transport & Communication
Hi-Speed Diesel,Gujranwala,288.53,3,2023,Transport & Communication
LPG 11.67 kg Cylinder,Gujranwala,3430.32,3,2023,Housing Water & Energy
Telephone Call Charges,Gujranwala,1.79,3,2023,Transport & Communication
Toilet Soap LIFEBUOY 115 gm,Gujranwala,98.83,3,2023,Personal Care
Wheat Flour Bag,Sialkot,1633.74,3,2023,Food & Beverages
Rice Basmati Broken (Average Quality,Sialkot,155.92,3,2023,Food & Beverages
Bread plain (Small Size),Sialkot,100.0,3,2023,Food & Beverages
Beef with Bone (Average Quality),Sialkot,688.29,3,2023,Food & Beverages
Mutton (Average Quality),Sialkot,1558.29,3,2023,Food & Beverages
Chicken Farm Broiler (Live),Sialkot,379.98,3,2023,Food & Beverages
Milk fresh (Un-boiled),Sialkot,120.0,3,2023,Food & Beverages
Curd (Dahi) Loose,Sialkot,140.0,3,2023,Food & Beverages
Powdered Milk NIDO 390 gm Polybag,Sialkot,680.0,3,2023,Food & Beverages
Eggs Hen (Farm),Sialkot,243.87,3,2023,Food & Beverages
Mustard Oil (Average Quality),Sialkot,560.0,3,2023,Food & Beverages
Cooking Oil DALDA or Other Similar B,Sialkot,3169.44,3,2023,Food & Beverages
Vegetable Ghee DALDA/HABIB 2.5 kg,Sialkot,1442.65,3,2023,Food & Beverages
Vegetable Ghee DALDA/HABIB or Oth,Sialkot,612.92,3,2023,Food & Beverages
Bananas (Kela) Local,Sialkot,193.6,3,2023,Food & Beverages
Pulse Masoor (Washed),Sialkot,251.97,3,2023,Food & Beverages
Pulse Moong (Washed),Sialkot,253.88,3,2023,Food & Beverages
Pulse Mash (Washed),Sialkot,429.0,3,2023,Food & Beverages
Pulse Gram,Sialkot,223.95,3,2023,Food & Beverages
Potatoes,Sialkot,49.32,3,2023,Food & Beverages
Onions,Sialkot,137.41,3,2023,Food & Beverages
Tomatoes,Sialkot,74.17,3,2023,Food & Beverages
Sugar Refined,Sialkot,106.92,3,2023,Food & Beverages
Gur (Average Quality),Sialkot,160.0,3,2023,Food & Beverages
Salt Powdered (NATIONAL/SHAN) 80,Sialkot,60.0,3,2023,Food & Beverages
Chilies Powder NATIONAL 200 gm Pa,Sialkot,229.67,3,2023,Food & Beverages
Garlic (Lehsun),Sialkot,355.24,3,2023,Food & Beverages
Tea Lipton Yellow Label 190 gm Pack,Sialkot,495.41,3,2023,Food & Beverages
Cooked Beef at Average Hotel,Sialkot,218.67,3,2023,Food & Beverages
Cooked Daal at Average Hotel,Sialkot,100.0,3,2023,Food & Beverages
Tea Prepared Ordinary,Sialkot,40.0,3,2023,Food & Beverages
Cigarettes Capstan 20'S Packet,Sialkot,220.0,3,2023,Miscellaneous
"Long Cloth 57"" Gul Ahmed/Al Karam",Sialkot,450.0,3,2023,Apparel & Footwear
Shirting (Average Quality),Sialkot,353.91,3,2023,Apparel & Footwear
Lawn Printed Gul Ahmed/Al Karam,Sialkot,353.91,3,2023,Apparel & Footwear
Georgette (Average Quality),Sialkot,283.89,3,2023,Apparel & Footwear
Gents Sandal Bata,Sialkot,1499.0,3,2023,Apparel & Footwear
Gents Sponge Chappal Bata,Sialkot,379.0,3,2023,Apparel & Footwear
Ladies Sandal Bata,Sialkot,699.0,3,2023,Apparel & Footwear
Electricity Charges upto 50 Units,Sialkot,6.47,3,2023,Housing Water & Energy
Gas Charges upto 3.3719 MMBTU,Sialkot,295.0,3,2023,Housing Water & Energy
Firewood Whole,Sialkot,1000.0,3,2023,Housing Water & Energy
Energy Saver Philips 14 Watt,Sialkot,400.0,3,2023,Household Equipment
Sufi Washing Soap 250 gm Cake,Sialkot,110.0,3,2023,Personal Care
Match Box,Sialkot,4.0,3,2023,Household Equipment
Petrol Super,Sialkot,270.92,3,2023,Transport & Communication
Hi-Speed Diesel,Sialkot,288.92,3,2023,Transport & Communication
LPG 11.67 kg Cylinder,Sialkot,3500.22,3,2023,Housing Water & Energy
Telephone Call Charges,Sialkot,1.79,3,2023,Transport & Communication
Toilet Soap LIFEBUOY 115 gm,Sialkot,85.35,3,2023,Personal Care
Wheat Flour Bag,Lahore,1634.02,3,2023,Food & Beverages
Rice Basmati Broken (Average Quality,Lahore,200.57,3,2023,Food & Beverages
Rice IRRI-6/9 (Sindh/Punjab),Lahore,81.87,3,2023,Food & Beverages
Bread plain (Small Size),Lahore,100.0,3,2023,Food & Beverages
Beef with Bone (Average Quality),Lahore,744.15,3,2023,Food & Beverages
Mutton (Average Quality),Lahore,1770.77,3,2023,Food & Beverages
Chicken Farm Broiler (Live),Lahore,365.27,3,2023,Food & Beverages
Milk fresh (Un-boiled),Lahore,141.06,3,2023,Food & Beverages
Curd (Dahi) Loose,Lahore,165.94,3,2023,Food & Beverages
Powdered Milk NIDO 390 gm Polybag,Lahore,680.0,3,2023,Food & Beverages
Eggs Hen (Farm),Lahore,237.98,3,2023,Food & Beverages
Mustard Oil (Average Quality),Lahore,586.1,3,2023,Food & Beverages
Cooking Oil DALDA or Other Similar B,Lahore,3349.64,3,2023,Food & Beverages
Vegetable Ghee DALDA/HABIB 2.5 kg,Lahore,1579.81,3,2023,Food & Beverages
Vegetable Ghee DALDA/HABIB or Oth,Lahore,623.6,3,2023,Food & Beverages
Bananas (Kela) Local,Lahore,206.56,3,2023,Food & Beverages
Pulse Masoor (Washed),Lahore,259.0,3,2023,Food & Beverages
Pulse Moong (Washed),Lahore,263.7,3,2023,Food & Beverages
Pulse Mash (Washed),Lahore,422.35,3,2023,Food & Beverages
Pulse Gram,Lahore,246.76,3,2023,Food & Beverages
Potatoes,Lahore,57.05,3,2023,Food & Beverages
Onions,Lahore,139.46,3,2023,Food & Beverages
Tomatoes,Lahore,76.13,3,2023,Food & Beverages
Sugar Refined,Lahore,104.92,3,2023,Food & Beverages
Gur (Average Quality),Lahore,146.13,3,2023,Food & Beverages
Salt Powdered (NATIONAL/SHAN) 80,Lahore,50.0,3,2023,Food & Beverages
Chilies Powder NATIONAL 200 gm Pa,Lahore,215.0,3,2023,Food & Beverages
Garlic (Lehsun),Lahore,339.92,3,2023,Food & Beverages
Tea Lipton Yellow Label 190 gm Pack,Lahore,526.16,3,2023,Food & Beverages
Cooked Beef at Average Hotel,Lahore,202.76,3,2023,Food & Beverages
Cooked Daal at Average Hotel,Lahore,113.24,3,2023,Food & Beverages
Tea Prepared Ordinary,Lahore,42.18,3,2023,Food & Beverages
Cigarettes Capstan 20'S Packet,Lahore,220.0,3,2023,Miscellaneous
"Long Cloth 57"" Gul Ahmed/Al Karam",Lahore,511.25,3,2023,Apparel & Footwear
Shirting (Average Quality),Lahore,305.03,3,2023,Apparel & Footwear
Lawn Printed Gul Ahmed/Al Karam,Lahore,544.07,3,2023,Apparel & Footwear
Georgette (Average Quality),Lahore,286.28,3,2023,Apparel & Footwear
Gents Sandal Bata,Lahore,1499.0,3,2023,Apparel & Footwear
Gents Sponge Chappal Bata,Lahore,379.0,3,2023,Apparel & Footwear
Ladies Sandal Bata,Lahore,699.0,3,2023,Apparel & Footwear
Electricity Charges upto 50 Units,Lahore,6.47,3,2023,Housing Water & Energy
Gas Charges upto 3.3719 MMBTU,Lahore,295.0,3,2023,Housing Water & Energy
Firewood Whole,Lahore,1336.09,3,2023,Housing Water & Energy
Energy Saver Philips 14 Watt,Lahore,210.0,3,2023,Household Equipment
Sufi Washing Soap 250 gm Cake,Lahore,120.98,3,2023,Personal Care
Match Box,Lahore,5.5,3,2023,Household Equipment
Petrol Super,Lahore,270.79,3,2023,Transport & Communication
Hi-Speed Diesel,Lahore,288.51,3,2023,Transport & Communication
LPG 11.67 kg Cylinder,Lahore,3253.74,3,2023,Housing Water & Energy
Telephone Call Charges,Lahore,1.79,3,2023,Transport & Communication
Toilet Soap LIFEBUOY 115 gm,Lahore,93.87,3,2023,Personal Care
Wheat Flour Bag,Faisalabad,1633.74,3,2023,Food & Beverages
Rice Basmati Broken (Average Quality,Faisalabad,204.37,3,2023,Food & Beverages
Rice IRRI-6/9 (Sindh/Punjab),Faisalabad,133.91,3,2023,Food & Beverages
Bread plain (Small Size),Faisalabad,100.0,3,2023,Food & Beverages
Beef with Bone (Average Quality),Faisalabad,766.31,3,2023,Food & Beverages
Mutton (Average Quality),Faisalabad,1532.62,3,2023,Food & Beverages
Chicken Farm Broiler (Live),Faisalabad,385.19,3,2023,Food & Beverages
Milk fresh (Un-boiled),Faisalabad,150.0,3,2023,Food & Beverages
Curd (Dahi) Loose,Faisalabad,170.0,3,2023,Food & Beverages
Powdered Milk NIDO 390 gm Polybag,Faisalabad,680.0,3,2023,Food & Beverages
Eggs Hen (Farm),Faisalabad,250.9,3,2023,Food & Beverages
Mustard Oil (Average Quality),Faisalabad,640.0,3,2023,Food & Beverages
Cooking Oil DALDA or Other Similar B,Faisalabad,3441.85,3,2023,Food & Beverages
Vegetable Ghee DALDA/HABIB 2.5 kg,Faisalabad,1589.87,3,2023,Food & Beverages
Vegetable Ghee DALDA/HABIB or Oth,Faisalabad,629.26,3,2023,Food & Beverages
Bananas (Kela) Local,Faisalabad,189.73,3,2023,Food & Beverages
Pulse Masoor (Washed),Faisalabad,283.76,3,2023,Food & Beverages
Pulse Moong (Washed),Faisalabad,252.96,3,2023,Food & Beverages
Pulse Mash (Washed),Faisalabad,419.87,3,2023,Food & Beverages
Pulse Gram,Faisalabad,243.95,3,2023,Food & Beverages
Potatoes,Faisalabad,49.43,3,2023,Food & Beverages
Onions,Faisalabad,124.54,3,2023,Food & Beverages
Tomatoes,Faisalabad,74.47,3,2023,Food & Beverages
Sugar Refined,Faisalabad,103.48,3,2023,Food & Beverages
Gur (Average Quality),Faisalabad,143.92,3,2023,Food & Beverages
Salt Powdered (NATIONAL/SHAN) 80,Faisalabad,53.78,3,2023,Food & Beverages
Chilies Powder NATIONAL 200 gm Pa,Faisalabad,215.0,3,2023,Food & Beverages
Garlic (Lehsun),Faisalabad,355.8,3,2023,Food & Beverages
Tea Lipton Yellow Label 190 gm Pack,Faisalabad,495.41,3,2023,Food & Beverages
Cooked Beef at Average Hotel,Faisalabad,300.0,3,2023,Food & Beverages
Cooked Daal at Average Hotel,Faisalabad,140.0,3,2023,Food & Beverages
Tea Prepared Ordinary,Faisalabad,50.0,3,2023,Food & Beverages
Cigarettes Capstan 20'S Packet,Faisalabad,220.0,3,2023,Miscellaneous
"Long Cloth 57"" Gul Ahmed/Al Karam",Faisalabad,438.43,3,2023,Apparel & Footwear
Shirting (Average Quality),Faisalabad,450.0,3,2023,Apparel & Footwear
Lawn Printed Gul Ahmed/Al Karam,Faisalabad,495.5,3,2023,Apparel & Footwear
Georgette (Average Quality),Faisalabad,171.23,3,2023,Apparel & Footwear
Gents Sandal Bata,Faisalabad,1499.0,3,2023,Apparel & Footwear
Gents Sponge Chappal Bata,Faisalabad,379.0,3,2023,Apparel & Footwear
Ladies Sandal Bata,Faisalabad,699.0,3,2023,Apparel & Footwear
Electricity Charges upto 50 Units,Faisalabad,6.47,3,2023,Housing Water & Energy
Gas Charges upto 3.3719 MMBTU,Faisalabad,295.0,3,2023,Housing Water & Energy
Firewood Whole,Faisalabad,1400.0,3,2023,Housing Water & Energy
Energy Saver Philips 14 Watt,Faisalabad,350.0,3,2023,Household Equipment
Sufi Washing Soap 250 gm Cake,Faisalabad,121.48,3,2023,Personal Care
Match Box,Faisalabad,5.58,3,2023,Household Equipment
Petrol Super,Faisalabad,270.75,3,2023,Transport & Communication
Hi-Speed Diesel,Faisalabad,288.43,3,2023,Transport & Communication
LPG 11.67 kg Cylinder,Faisalabad,3239.82,3,2023,Housing Water & Energy
Telephone Call Charges,Faisalabad,1.79,3,2023,Transport & Communication
Toilet Soap LIFEBUOY 115 gm,Faisalabad,85.0,3,2023,Personal Care
Wheat Flour Bag,Sargodha,1633.74,3,2023,Food & Beverages
Rice Basmati Broken (Average Quality,Sargodha,176.6,3,2023,Food & Beverages
Rice IRRI-6/9 (Sindh/Punjab),Sargodha,163.86,3,2023,Food & Beverages
Bread plain (Small Size),Sargodha,100.0,3,2023,Food & Beverages
Beef with Bone (Average Quality),Sargodha,668.87,3,2023,Food & Beverages
Mutton (Average Quality),Sargodha,1332.76,3,2023,Food & Beverages
Chicken Farm Broiler (Live),Sargodha,359.51,3,2023,Food & Beverages
Milk fresh (Un-boiled),Sargodha,126.58,3,2023,Food & Beverages
Curd (Dahi) Loose,Sargodha,160.0,3,2023,Food & Beverages
Powdered Milk NIDO 390 gm Polybag,Sargodha,647.93,3,2023,Food & Beverages
Eggs Hen (Farm),Sargodha,237.79,3,2023,Food & Beverages
Mustard Oil (Average Quality),Sargodha,583.96,3,2023,Food & Beverages
Cooking Oil DALDA or Other Similar B,Sargodha,3510.0,3,2023,Food & Beverages
Vegetable Ghee DALDA/HABIB 2.5 kg,Sargodha,1620.91,3,2023,Food & Beverages
Vegetable Ghee DALDA/HABIB or Oth,Sargodha,618.38,3,2023,Food & Beverages
Bananas (Kela) Local,Sargodha,168.84,3,2023,Food & Beverages
Pulse Masoor (Washed),Sargodha,306.63,3,2023,Food & Beverages
Pulse Moong (Washed),Sargodha,296.63,3,2023,Food & Beverages
Pulse Mash (Washed),Sargodha,433.31,3,2023,Food & Beverages
Pulse Gram,Sargodha,240.0,3,2023,Food & Beverages
Potatoes,Sargodha,50.2,3,2023,Food & Beverages
Onions,Sargodha,121.66,3,2023,Food & Beverages
Tomatoes,Sargodha,67.6,3,2023,Food & Beverages
Sugar Refined,Sargodha,102.78,3,2023,Food & Beverages
Gur (Average Quality),Sargodha,140.5,3,2023,Food & Beverages
Salt Powdered (NATIONAL/SHAN) 80,Sargodha,56.46,3,2023,Food & Beverages
Chilies Powder NATIONAL 200 gm Pa,Sargodha,215.0,3,2023,Food & Beverages
Garlic (Lehsun),Sargodha,352.62,3,2023,Food & Beverages
Tea Lipton Yellow Label 190 gm Pack,Sargodha,466.45,3,2023,Food & Beverages
Cooked Beef at Average Hotel,Sargodha,243.29,3,2023,Food & Beverages
Cooked Daal at Average Hotel,Sargodha,120.0,3,2023,Food & Beverages
Tea Prepared Ordinary,Sargodha,50.0,3,2023,Food & Beverages
Cigarettes Capstan 20'S Packet,Sargodha,220.0,3,2023,Miscellaneous
"Long Cloth 57"" Gul Ahmed/Al Karam",Sargodha,565.31,3,2023,Apparel & Footwear
Shirting (Average Quality),Sargodha,303.17,3,2023,Apparel & Footwear
Lawn Printed Gul Ahmed/Al Karam,Sargodha,603.7,3,2023,Apparel & Footwear
Georgette (Average Quality),Sargodha,313.19,3,2023,Apparel & Footwear
Gents Sandal Bata,Sargodha,1499.0,3,2023,Apparel & Footwear
Gents Sponge Chappal Bata,Sargodha,379.0,3,2023,Apparel & Footwear
Ladies Sandal Bata,Sargodha,699.0,3,2023,Apparel & Footwear
Electricity Charges upto 50 Units,Sargodha,6.47,3,2023,Housing Water & Energy
Gas Charges upto 3.3719 MMBTU,Sargodha,295.0,3,2023,Housing Water & Energy
Firewood Whole,Sargodha,800.0,3,2023,Housing Water & Energy
Energy Saver Philips 14 Watt,Sargodha,343.3,3,2023,Household Equipment
Sufi Washing Soap 250 gm Cake,Sargodha,120.0,3,2023,Personal Care
Match Box,Sargodha,5.0,3,2023,Household Equipment
Petrol Super,Sargodha,271.01,3,2023,Transport & Communication
Hi-Speed Diesel,Sargodha,288.74,3,2023,Transport & Communication
LPG 11.67 kg Cylinder,Sargodha,3219.75,3,2023,Housing Water & Energy
Telephone Call Charges,Sargodha,1.79,3,2023,Transport & Communication
Toilet Soap LIFEBUOY 115 gm,Sargodha,111.47,3,2023,Personal Care
Wheat Flour Bag,Multan,1999.39,3,2023,Food & Beverages
Rice Basmati Broken (Average Quality,Multan,178.8,3,2023,Food & Beverages
Rice IRRI-6/9 (Sindh/Punjab),Multan,147.72,3,2023,Food & Beverages
Bread plain (Small Size),Multan,100.0,3,2023,Food & Beverages
Beef with Bone (Average Quality),Multan,728.47,3,2023,Food & Beverages
Mutton (Average Quality),Multan,1634.77,3,2023,Food & Beverages
Chicken Farm Broiler (Live),Multan,383.52,3,2023,Food & Beverages
Milk fresh (Un-boiled),Multan,141.73,3,2023,Food & Beverages
Curd (Dahi) Loose,Multan,161.73,3,2023,Food & Beverages
Powdered Milk NIDO 390 gm Polybag,Multan,680.0,3,2023,Food & Beverages
Eggs Hen (Farm),Multan,228.56,3,2023,Food & Beverages
Mustard Oil (Average Quality),Multan,607.21,3,2023,Food & Beverages
Cooking Oil DALDA or Other Similar B,Multan,3399.4,3,2023,Food & Beverages
Vegetable Ghee DALDA/HABIB 2.5 kg,Multan,1590.08,3,2023,Food & Beverages
Vegetable Ghee DALDA/HABIB or Oth,Multan,625.18,3,2023,Food & Beverages
Bananas (Kela) Local,Multan,291.93,3,2023,Food & Beverages
Pulse Masoor (Washed),Multan,272.15,3,2023,Food & Beverages
